Tidtabell;Timetable;https://d1pra95f92lrn3.cloudfront.net/media/thumb/10378_96square.jpg;
Spärr;Spärr;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21952_96square.jpg;
Perrong;Platform;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8425_96square.jpg;
Biljettautomat;Ticket machine;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8678_96square.jpg;
Biljettstånd;Ticket booth;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21955_96square.jpg;
Tidningsförlag;Newspaper publisher;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8417_96square.jpg;
Redigera;Edit;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8762_96square.jpg;
Styrelserum;Boardroom;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8202_96square.jpg;
Ordförandi;President;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8783_96square.jpg;
Tolk;Interpreter;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21979_96square.jpg;
Översättare;Translator;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21978_96square.jpg;
Skämta / Skoja;Joke;https://d1pra95f92lrn3.cloudfront.net/media/thumb/15378_96square.jpg;
Intryck;Impression;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21977_96square.jpg;
Energisk;Energenic;https://d1pra95f92lrn3.cloudfront.net/media/thumb/10329_96square.jpg;
Motsätta;Oppose;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8165_96square.jpg;
Samtycka;Aggree;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8398_96square.jpg;
Annosera;Announce;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21981_96square.jpg;
Hålla ett möte;Hold a meeting;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21983_96square.jpg;
Godkänna;Approve;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8871_96square.jpg;
Stödja;Support;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8948_96square.jpg;
Planera;Plan;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21984_96square.jpg;
Forskning;Research;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8371_96square.jpg;
Begäran;Request;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8074_96square.jpg;
Bearbeta;Revise;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8053_96square.jpg;
Arbetskraft;Workforce;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21985_96square.jpg;
Jordbruk;Agriculture;https://d1pra95f92lrn3.cloudfront.net/media/thumb/22505_96square.jpg;
Del;Del;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9902_96square.jpg;
Elektriciet;Electricity;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9578_96square.jpg;
